Rank,Name,NA_Sales,EU_Sales,Global_Sales
2668,Marvel Nemesis: Rise of the Imperfects,0.64,0.02,0.77
2669,Boxing,0.72,0.04,0.77
2670,Need for Speed: Porsche Unleashed,0.43,0.29,0.77
2671,Dragon Ball: Raging Blast,0.37,0.19,0.77
2672,Crystal Castles,0.72,0.04,0.77
2673,Conker's Bad Fur Day,0.53,0.22,0.77
2674,Dragon Warrior I&II,0,0,0.77
2675,Star Wars Episode II: Attack of the Clones,0.55,0.2,0.77
2676,My Baby Girl,0.61,0.1,0.77
2677,LEGO Batman 2: DC Super Heroes,0.43,0.27,0.77
2678,Twisted Metal: Head On,0.71,0,0.77
2679,Conflict: Desert Storm II - Back to Bagdhad,0.38,0.29,0.77
2680,Maximo: Ghosts to Glory,0.38,0.29,0.77
2681,Pokemon Dash,0.21,0.14,0.77
2682,Donkey Kong Country 3,0.45,0.17,0.77
2683,All-Star Baseball 2003,0.38,0.29,0.77
2684,Unlimited Saga,0.1,0.08,0.77
2685,Cabela's Deer Hunt: 2004 Season,0.37,0.29,0.76
2686,Sonic Unleashed,0.37,0.04,0.76
2687,Formula 1,0.18,0.12,0.76
2688,Plants vs. Zombies: Garden Warfare,0.22,0.4,0.76
2689,Raving Rabbids: Travel in Time,0.22,0.47,0.76
2690,The Sims 3,0.3,0.37,0.76
2691,Driv3r,0.36,0.38,0.76
2692,Mercenaries: Playground of Destruction,0.64,0.02,0.76
2693,MTV Celebrity Deathmatch,0.37,0.29,0.76
2694,Street Fighter Alpha: Warriors' Dreams,0.17,0.11,0.76
2695,Mortal Kombat,0.47,0.18,0.76
2696,ISS Pro Evolution,0,0,0.76
2697,Lost Planet 2,0.38,0.24,0.76
2698,SoulCalibur V,0.35,0.24,0.76
2699,Portal 2,0.33,0.32,0.76
2700,Super Monkey Ball: Touch & Roll,0.7,0.01,0.76
2701,Pro Evolution Soccer 2015,0.09,0.43,0.76
2702,Drawn to Life: The Next Chapter,0.29,0.39,0.76
2703,The Lord of the Rings: Conquest,0.38,0.26,0.76
2704,Final Fantasy II,0,0,0.76
2705,Tony Hawk's Pro Skater 2,0.59,0.16,0.76
2706,Taiko no Tatsujin: Tatakon de Dodon ga Don,0,0,0.76
2707,Mega Man Battle Network 6: Cybeast Falzar / Gregar,0.09,0.03,0.76
2708,Syphon Filter: The Omega Strain,0.37,0.29,0.76
2709,FIFA Soccer 11,0.11,0.29,0.76
2710,Deer Drive,0.67,0.04,0.76
2711,Kane & Lynch: Dead Men,0.36,0.31,0.76
2712,Assassin's Creed: Revelations,0.14,0.48,0.76
2713,Mortal Kombat: Deception,0.61,0.12,0.76
2714,Ace Attorney Investigations: Miles Edgeworth,0.27,0.15,0.76
2715,That's So Raven,0.54,0.2,0.76
2716,FIFA 15,0.24,0.46,0.76
2717,Marvel vs. Capcom 2: New Age of Heroes,0.31,0.24,0.76
2718,Need for Speed: Shift,0.16,0.38,0.76
2719,Kane & Lynch: Dead Men,0.29,0.32,0.76
2720,Dark Souls II,0.48,0.2,0.76
2721,True Crime: New York City,0.57,0.02,0.76
2722,Legends of Wrestling,0.37,0.29,0.76
2723,Rockstar Games presents Table Tennis,0.28,0.39,0.76
2724,Monopoly Streets,0.24,0.44,0.76
2725,Genji: Days of the Blade,0.18,0.38,0.76
2726,Harvest Moon: Animal Parade,0.6,0.09,0.76
2727,Final Fantasy Legend III,0,0,0.76
2728,Total War: Rome II,0.12,0.53,0.76
2729,Rare Replay,0.47,0.21,0.75
2730,Spectrobes,0.67,0.03,0.75
2731,Wall-E,0.21,0,0.75
2732,WWE SmackDown vs. Raw 2009,0.41,0.21,0.75
2733,Band Hero,0.41,0.24,0.75
2734,Mega Man X5,0.3,0.21,0.75
2735,Tearaway,0.17,0.39,0.75
2736,DJ Hero 2,0.47,0.19,0.75
2737,The Godfather II,0.41,0.22,0.75
2738,WWE SmackDown vs. Raw 2010,0.51,0.17,0.75
2739,Turok,0.46,0.21,0.75
2740,[Prototype 2],0.36,0.28,0.75
2741,Shark Tale,0.37,0.29,0.75
2742,San Francisco Rush: Extreme Racing,0.63,0.11,0.75
2743,The Amazing Spider-Man (Console Version),0.43,0.26,0.75
2744,Zone of the Enders,0.3,0.24,0.75
2745,Red Faction: Guerrilla,0.33,0.28,0.75
2746,Street Fighter EX Plus Alpha,0.28,0.19,0.75
2747,Madden NFL 06,0.69,0,0.75
2748,Coded Arms,0.28,0.29,0.75
2749,Tony Hawk's Underground 2,0.48,0.24,0.75
2750,Tales of Vesperia,0.32,0.18,0.75
2751,X-Men Origins: Wolverine - Uncaged Edition,0.31,0.32,0.75
2752,Madagascar: Escape 2 Africa,0.42,0.26,0.75
2753,Split/Second,0.31,0.31,0.75
2754,Capcom vs. SNK 2: Mark of the Millennium 2001,0.22,0.17,0.75
2755,MVP 06 NCAA Baseball,0.62,0.02,0.75
2756,Just Dance 2015,0.4,0.28,0.75
2757,Borderlands: The Pre-Sequel,0.46,0.22,0.75
2758,LittleBigPlanet 3,0.2,0.43,0.75
2759,Marvel: Ultimate Alliance 2,0.49,0.16,0.75
2760,Sega Superstars Tennis,0.29,0.37,0.75
2761,The Walking Dead: Season One,0.55,0.14,0.75
2762,Ace Combat: Assault Horizon,0.3,0.16,0.74
2763,Jump Ultimate Stars,0,0,0.74
2764,Jampack Summer 2001,0.36,0.28,0.74
2765,Resonance of Fate,0.2,0.22,0.74
2766,Burnout,0.36,0.28,0.74
2767,Tom Clancy's Rainbow Six: Vegas,0.42,0.19,0.74
2768,Final Fantasy XIII-2,0.36,0.3,0.74
2769,LEGO Batman 2: DC Super Heroes,0.41,0.27,0.74
2770,Mortal Kombat: Unchained,0.67,0.01,0.74
2771,Mario & Luigi: Paper Jam,0.16,0.3,0.74
2772,Yu-Gi-Oh! Dungeon Dice Monsters,0.42,0.16,0.74
2773,Brink,0.29,0.32,0.74
2774,LEGO Marvel Super Heroes,0.31,0.35,0.74
2775,Blur,0.22,0.37,0.74
2777,Namco Museum Remix,0.68,0,0.74
2778,Midnight Club 3: DUB Edition,0.61,0.1,0.74
2779,Crysis 2,0.16,0.45,0.74
2780,The Lord of the Rings: The Two Towers,0.53,0.2,0.74
2781,Tiger Woods PGA Tour 2001,0.36,0.28,0.74
2782,Indiana Jones and the Staff of Kings,0.36,0.3,0.74
2783,Jet Moto 3,0.41,0.28,0.74
2784,Naruto Shippuden: Ultimate Ninja Storm Generations,0.27,0.25,0.74
2785,Unreal Championship,0.59,0.12,0.74
2787,Pirates of the Caribbean: At World's End,0.17,0.41,0.74
2788,Tiger Woods PGA Tour 08,0.22,0.38,0.74
2789,Persona 4: Arena,0.3,0.12,0.74
2790,Sword of Mana,0.31,0.11,0.74
2791,Harvest Moon DS: Island of Happiness,0.44,0.01,0.74
2792,Star Ocean: The Last Hope International,0.28,0.16,0.73
2793,The Sims 2: Castaway,0.63,0.05,0.73
2794,FIFA Road to World Cup 98,0.14,0.09,0.73
2795,Dragon Ball Z: Ultime Menace,0,0,0.73
2796,Classic NES Series: Donkey Kong,0.4,0.15,0.73
2797,Call of Duty: Ghosts,0.23,0.41,0.73
2798,Yoshi,0,0,0.73
2799,Mortal Kombat 4,0.55,0.17,0.73
2800,F1 2011,0.11,0.51,0.73
2801,Madden NFL 10,0.63,0.04,0.73
2802,Kirby: Canvas Curse,0.37,0,0.73
2803,Croc 2,0.41,0.28,0.73
2804,Practise English!,0,0,0.73
2805,Oddworld: Munch's Oddysee,0.54,0.16,0.73
2806,Berzerk,0.68,0.04,0.73
2807,NHL 11,0.61,0.07,0.73
2808,Dragon Age: Inquisition,0.32,0.34,0.73
2809,iCarly,0.67,0.01,0.73
2810,DiRT 3,0.23,0.41,0.73
2811,NCAA Football 07,0.67,0,0.73
2812,Just Dance Wii,0,0,0.73
2813,Full Spectrum Warrior,0.54,0.16,0.73
2814,Katamari Damacy,0.47,0.02,0.73
2815,Beyblade VForce: Ultimate Blader Jam,0.52,0.19,0.73
2816,Ratchet & Clank Collection,0.47,0.14,0.73
2817,Avatar: The Game,0.33,0.32,0.73
2818,Shaun Palmer's Pro Snowboarder,0.36,0.28,0.73
2819,MX vs. ATV Reflex,0.52,0.15,0.73
2820,Imagine: Interior Designer,0.34,0.31,0.73
2821,SSX,0.38,0.28,0.72
2822,Style Savvy: Trendsetters,0.16,0.02,0.72
2823,James Bond 007: Agent Under Fire,0.56,0.15,0.72
2824,XCOM: Enemy Unknown,0.26,0.36,0.72
2825,Rabbids Go Home,0.35,0.3,0.72
2826,Star Wars Episode III: Revenge of the Sith,0.52,0.19,0.72
2827,Ultimate Spider-Man,0.6,0.02,0.72
2828,FIFA Soccer 13,0.19,0.46,0.72
2829,God Eater,0,0,0.72
2830,Final Fantasy XIV: A Realm Reborn,0.32,0.22,0.72
2831,SD Gundam G Generation,0,0,0.72
2832,Area 51,0.4,0.27,0.72
2833,NBA Live 08,0.59,0.02,0.72
2834,Dead to Rights,0.53,0.17,0.72
2835,Tiger Woods PGA Tour 07,0.6,0.02,0.72
2836,Test Drive 6,0.4,0.27,0.72
2837,Kouchuu Ouja Mushi King,0,0,0.72
2839,Major League Baseball 2K7,0.67,0,0.72
2840,X-Men: Mutant Academy 2,0.4,0.27,0.72
2841,Terraria,0.35,0.31,0.72
2842,Jampack Winter 2001,0.35,0.28,0.72
2843,Kangaroo,0.67,0.04,0.72
2844,James Bond 007: Blood Stone,0.18,0.38,0.72
2845,Ben 10: Protector of Earth,0.23,0.31,0.72
2846,Skate,0.62,0.04,0.72
2847,Super Monkey Ball Jr.,0.51,0.19,0.72
2848,Driver: San Francisco,0.25,0.39,0.72
2849,MLB 09: The Show,0.66,0,0.72
2850,Monster Hunter Tri,0.26,0.19,0.72
2851,Mobile Suit Gundam: Encounters in Space,0.05,0.04,0.72
2852,Catherine,0.3,0.15,0.72
2853,Fear Effect,0.4,0.27,0.72
2854,FIFA Soccer 11,0.13,0.5,0.72
2855,Crysis,0,0.69,0.72
2856,Battlefield: Bad Company 2,0.19,0.53,0.71
2857,The Lord of the Rings: The Two Towers,0.45,0.24,0.71
2858,Madden NFL 2003,0.67,0.02,0.71
2859,Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,0.18,0.01,0.71
2860,MLB 13: The Show,0.66,0,0.71
2861,Omerta: City of Gangsters,0.42,0.23,0.71
2862,Dragon Quest Heroes: The World's Tree Woe and the Blight Below,0.16,0.13,0.71
2863,Virtua Fighter 4: Evolution,0.35,0.27,0.71
2864,Top Spin 4,0.17,0.4,0.71
2865,Resident Evil: Survivor,0.23,0.15,0.71
2866,Dynasty Warriors 6,0.18,0.08,0.71
2867,Super Trucks Racing,0.35,0.27,0.71
2868,Persona Q: Shadow of the Labyrinth,0.33,0.07,0.71
2869,Madden NFL 08,0.6,0.04,0.71
2870,Godzilla: Destroy All Monsters Melee,0.55,0.14,0.71
2871,Jeremy McGrath Supercross 2000,0.4,0.27,0.71
2872,Conker: Live And Reloaded,0.49,0.2,0.71
2873,Silent Hill 3,0.35,0.27,0.71
2874,Madden NFL 09,0.65,0,0.71
2875,Final Fantasy X/X-2 HD Remaster,0.29,0.25,0.71
2876,Yu-Gi-Oh! The Falsebound Kingdom,0.49,0.13,0.71
2877,LEGO Rock Band,0.42,0.22,0.71
2878,MLB 10: The Show,0.66,0,0.71
2879,Spyro: Enter the Dragonfly,0.55,0.14,0.71
2880,Scooby-Doo 2: Monsters Unleashed,0.51,0.19,0.71
2881,Power Rangers: Dino Thunder,0.35,0.27,0.71
2882,Rhythm Heaven: The Best+,0,0,0.71
2883,LEGO Racers,0.51,0.18,0.71
2884,WWF Attitude,0.57,0.13,0.71
2885,Blast Corps,0.39,0.09,0.71
2886,LEGO Harry Potter: Years 1-4,0.14,0.37,0.71
2887,Tactics Ogre: Let Us Cling Together,0,0,0.71
2888,"WarioWare, Inc.: Mega Party Game$",0.2,0.05,0.71
2889,Football Manager 2014,0,0.6,0.71
2890,Battle Arena Toshinden 2,0.15,0.1,0.71
2891,WWE SmackDown vs. Raw 2011,0.22,0.31,0.71
2892,Jeopardy!,0.39,0.27,0.71
2893,South Park,0.39,0.27,0.71
2894,Metal Gear Solid V: The Phantom Pain,0.37,0.26,0.71
2895,Two Worlds,0.41,0.23,0.71
2896,Doom 3: Resurrection of Evil,0.53,0.15,0.71
2897,NCAA Football 09,0.65,0,0.71
2898,NBA Live 09,0.5,0.14,0.71
2899,Ratchet & Clank: Into the Nexus,0.3,0.29,0.71
2900,Spider-Man 2,0.35,0.21,0.71
2901,2014 FIFA World Cup Brazil,0.15,0.39,0.71
2902,London 2012: The Official Video Game of the Olympic Games,0.06,0.5,0.7
2903,NHL 12,0.55,0.1,0.7
2904,Tony Hawk's Underground,0.54,0.14,0.7
2905,Infinite Undiscovery,0.34,0.18,0.7
2906,Super Bomberman 3,0,0,0.7
2907,Command & Conquer: Red Alert Retaliation,0.39,0.27,0.7
2908,The Sims 2: Apartment Pets,0.32,0.31,0.7
2909,Star Wars: Obi-Wan,0.52,0.16,0.7
2910,NCAA Football 08,0.65,0,0.7
2911,Kill.Switch,0.34,0.27,0.7
2912,Lalaloopsy,0.54,0.1,0.7
2913,Madden NFL 2005,0.54,0.14,0.7
2914,F-14 Tomcat,0.5,0.19,0.7
2915,SplashDown,0.34,0.27,0.7
2916,NCAA Football 98,0.39,0.27,0.7
2917,Jade Empire,0.48,0.19,0.7
2918,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",0.28,0.3,0.7
2919,The Sims 3,0.39,0.25,0.7
2920,Skylanders: Trap Team,0.39,0.25,0.7
2921,Prince of Persia: The Forgotten Sands,0.19,0.36,0.7
2922,Chocobo's Dungeon 2,0.04,0.03,0.7
2923,Advance Wars,0.5,0.19,0.7
2924,Hannah Montana: The Movie,0.38,0.25,0.7
2925,World of Zoo,0.43,0.2,0.7
2926,Ape Escape: On the Loose,0.52,0.01,0.7
2927,NASCAR 2001,0.34,0.27,0.7
2928,IL-2 Sturmovik: Birds of Prey,0.34,0.26,0.7
2929,Book of Spells,0.13,0.4,0.7
2930,NCAA Football 2001,0.39,0.26,0.7
2931,Mafia,0.34,0.27,0.7
2932,Mobile Suit Gundam: Journey to Jaburo,0.16,0.13,0.7
2933,Metal Gear Solid V: The Phantom Pain,0.21,0.18,0.7
2934,TimeSplitters 2,0.34,0.27,0.7
2935,MotionSports,0.38,0.26,0.7
2936,MLB 08: The Show,0.64,0,0.7
2937,Classic NES Series: Zelda II: The Adventure of Link,0.37,0.14,0.7
2938,Fire Emblem: Monsh? no Nazo,0,0,0.7
2939,Disney's Chicken Little,0.5,0.18,0.7
2940,King Kong,0.65,0.04,0.69
2941,WWE 2K15,0.38,0.26,0.69
2942,The LEGO Movie Videogame,0.28,0.31,0.69
2943,X-Men Origins: Wolverine - Uncaged Edition,0.42,0.21,0.69
2944,Metal Gear Solid: Portable Ops Plus,0.26,0.01,0.69
2945,Disney Tangled,0.47,0.17,0.69
2946,Shrek the Third,0.54,0.1,0.69
2948,Moto Racer 2,0.39,0.26,0.69
2949,Halo 2 Multiplayer Map Pack,0.54,0.13,0.69
2950,Minecraft: Story Mode,0.25,0.33,0.69
2951,Mortal Kombat: Shaolin Monks,0.58,0.02,0.69
2952,MX vs. ATV Unleashed: On the Edge,0.64,0,0.69
2953,Skylanders: Trap Team,0.24,0.33,0.69
2954,Mario Pinball Land,0.5,0.18,0.69
2955,Mappy,0,0,0.69
2956,J-League Soccer: Prime Goal,0,0,0.69
2957,Dragon Ball Z: Budokai,0.53,0.14,0.69
2958,NFL Xtreme,0.38,0.26,0.69
2959,The Sly Collection,0.52,0.09,0.69
2960,One Piece: Pirate Warriors 2,0,0.2,0.69
2961,Assassin's Creed IV: Black Flag,0.22,0.38,0.69
2962,Harry Potter and the Chamber of Secrets,0.53,0.14,0.69
2963,Need for Speed: Shift 2 Unleashed,0.2,0.36,0.69
2964,The Lord of the Rings: The Return of the King,0.53,0.14,0.69
2965,Nintendo Presents: New Style Boutique 2 - Fashion Forward,0.01,0.61,0.69
2966,MX vs. ATV Untamed,0.55,0.08,0.69
2967,The Last Remnant,0.25,0.2,0.69
2968,Frozen: Olaf's Quest,0.28,0.35,0.69
2969,The Sims: Medieval,0.27,0.32,0.69
2970,Baldur's Gate: Dark Alliance II,0.34,0.26,0.68
2971,Shark Tale,0.49,0.18,0.68
2972,Plants vs. Zombies: Garden Warfare,0.39,0.23,0.68
2973,Kirby's Dream Collection: Special Edition,0.34,0,0.68
2974,Bakugan: Battle Brawlers,0.6,0.03,0.68
2975,Star Wars: Masters of Teras Kasi,0.38,0.26,0.68
2976,The Last Story,0.32,0.13,0.68
2977,NBA Street Vol. 2,0.62,0.04,0.68
2978,Iron Man,0.32,0.25,0.68
2979,Disney Infinity 3.0,0.21,0.36,0.68
2980,Spider-Man 3,0.26,0.29,0.68
2981,NCAA Football 2005,0.63,0.02,0.68
2982,Mortal Kombat Mythologies: Sub-Zero,0.38,0.26,0.68
2983,Rayman Legends,0.26,0.33,0.68
2984,Naruto: Clash of Ninja,0.53,0.14,0.68
2985,Prince of Persia: The Two Thrones,0.57,0.02,0.68
2986,Hot Shots Golf: Open Tee 2,0.21,0.11,0.68
2987,Metro: Last Light,0.22,0.3,0.68
2988,Fossil Fighters: Champions,0.32,0,0.68
2989,Mercenaries: Playground of Destruction,0.54,0.11,0.68
2990,Sniper Elite 3,0.22,0.33,0.68
2991,Doom (2016),0.39,0.23,0.68
2992,Bushido Blade 2,0.25,0.17,0.68
2993,Suikoden II,0.15,0.1,0.68
2994,Need for Speed (2015),0.3,0.33,0.68
2995,Cars: Mater-National Championship,0.63,0.01,0.68
2996,FIFA Soccer 06,0.29,0.38,0.68
2997,Hidden Objects: Mystery Stories,0.19,0.43,0.68
2998,Red Steel,0.55,0.04,0.68
2999,Fight Night 2004,0.51,0.15,0.68
3000,Tourist Trophy: The Real Riding Simulator,0.28,0.22,0.68
3001,Mass Effect,0,0.59,0.68
3002,.hack//Mutation Part 2,0.23,0.18,0.68
3003,Country Dance,0.59,0.04,0.68
3004,Turok,0.35,0.22,0.68
3005,Midway Arcade Treasures 2,0.33,0.26,0.68
3006,100 Classic Books,0.13,0.52,0.67
3007,Unreal Tournament III,0.33,0.24,0.67
3008,Final Fantasy Crystal Chronicles: Ring of Fates,0.22,0.01,0.67
3009,Return to Castle Wolfenstein: Tides of War,0.49,0.16,0.67
3010,Need for Speed Rivals,0.45,0.17,0.67
3011,Lollipop Chainsaw,0.26,0.21,0.67
3012,The Darkness,0.2,0.34,0.67
3013,Street Sk8er,0.37,0.25,0.67
3014,Club Penguin: Elite Penguin Force - Herbert's Revenge,0.4,0.22,0.67
3015,Contra: Legacy of War,0.37,0.25,0.67
3016,Blazing Angels: Squadrons of WWII,0.35,0.22,0.67
3017,Fight Night Round 2004,0.46,0.18,0.67
3018,Wolfenstein: The New Order,0.33,0.28,0.67
3019,The Biggest Loser: Challenge,0.49,0.13,0.67
3020,Zaidan Houjin Nippon Kanji Nouryoko Kentei Kyoukai Kounin: KanKen DS,0,0,0.67
3021,Spice World,0.37,0.25,0.67
3022,Star Wars: Republic Commando,0.48,0.17,0.67
3023,Armored Core 3,0.22,0.17,0.67
3024,Need For Speed: Undercover,0.27,0.32,0.67
3025,Taiko no Tatsujin Wii,0,0,0.67
3026,The Witcher 3: Wild Hunt,0.2,0.42,0.67
3027,Virtua Tennis: World Tour (US & Others sales),0.16,0.36,0.67
3028,The LEGO Movie Videogame,0.24,0.31,0.67
3029,Ratatouille,0.22,0.28,0.67
3030,RIFT,0.44,0.16,0.67
3031,Wild ARMs 2,0.19,0.13,0.67
3032,Summer Sports: Paradise Island (Others sales),0,0.66,0.67
3033,Castlevania: Lords of Shadow,0.42,0.18,0.67
3034,BioShock Infinite,0.28,0.3,0.67
3035,Minecraft: Story Mode,0.23,0.33,0.67
3036,TV Show King Party,0.18,0.41,0.67
3037,Crafting Mama,0.4,0.21,0.67
3038,007: Quantum of Solace,0.3,0.29,0.67
3039,Rock Band 3,0.56,0.06,0.67
3040,Command & Conquer: Red Alert 3,0.01,0.64,0.67
3041,The Fairly Odd Parents: Breakin Da Rules,0.33,0.25,0.67
3042,WWE SmackDown vs. RAW 2007,0.33,0.2,0.67
3043,Peppa Pig: Fun and Games,0,0.58,0.67
3044,Adventures of Tron,0.63,0.03,0.67
3045,Phoenix Wright: Ace Attorney - Trials and Tribulations,0.33,0.05,0.67
3046,NHL 13,0.51,0.11,0.67
3047,Borderlands: The Pre-Sequel,0.25,0.26,0.67
3048,The Sims 3: High-End Loft Stuff,0.01,0.53,0.67
3050,Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Koushiki Soft: 200 Mannin no KanKen: Tokoton Kanji Nou,0,0,0.66
3051,Pro Pinball: Big Race USA,0.37,0.25,0.66
3052,NFL Street,0.49,0.15,0.66
3053,Shaun White Snowboarding,0.31,0.24,0.66
3054,The LEGO Movie Videogame,0.35,0.23,0.66
3055,Tony Hawk's Proving Ground,0.55,0.02,0.66
3056,MLB 2004,0.32,0.25,0.66
3057,Naruto Shippuden: Ultimate Ninja 4,0.26,0.01,0.66
3058,Tiger Woods PGA Tour 2000,0.37,0.25,0.66
3059,Darkstone,0.37,0.25,0.66
3060,NCAA March Madness 2003,0.32,0.25,0.66
3061,Finding Nemo,0.48,0.16,0.66
3062,Thrillville,0.55,0.02,0.66
3063,NHL 10,0.51,0.1,0.66
3064,Jikkyou World Soccer 2000 Final Edition,0,0,0.66
3065,Madagascar,0.52,0.13,0.66
3066,Puzzler Brain Games,0,0,0.66
3067,Dragon Quest Monsters: Caravan Heart,0,0,0.66
3068,Strawberry Shortcake: Summertime Adventure,0.47,0.18,0.66
3069,Rayman Legends,0.14,0.38,0.66
3070,Rocksmith 2014,0.35,0.24,0.66
3071,Street Fighter Anniversary Collection,0.32,0.25,0.66
3072,Legend of Legaia,0.37,0.25,0.66
3073,Napoleon: Total War,0.02,0.52,0.66
3074,Fist of the North Star: Ken's Rage,0.06,0.03,0.66
3075,Wario: Master of Disguise,0.28,0.02,0.66
3076,Toy Story 3: The Video Game,0.27,0.25,0.66
3077,The Sims: Bustin' Out,0.43,0.2,0.66
3078,Tiger Woods PGA Tour 09,0.34,0.22,0.66
3079,Keystone Kapers,0.62,0.04,0.66
3080,LEGO Marvel Super Heroes,0.15,0.35,0.66
3081,New Play Control! Pikmin,0.29,0.14,0.66
3082,Shrek: Hassle at the Castle,0.47,0.17,0.66
3083,Suikoden IV,0.17,0.13,0.66
3084,Gods Eater Burst,0.03,0,0.66
3085,Disney's Kim Possible 2: Drakken's Demise,0.47,0.17,0.66
3086,Um Jammer Lammy,0.12,0.08,0.66
3087,Brothers In Arms: Road to Hill 30,0.49,0.14,0.66
3088,Madden NFL 10,0.5,0.08,0.66
3089,"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",0.23,0.27,0.66
3090,Taiko no Tatsujin DS: Touch de Dokodon!,0,0,0.66
3091,F1 2015,0.09,0.44,0.66
3092,Scene It? Box Office Smash,0.33,0.25,0.66
3093,Animaniacs Ten Pin Alley,0.36,0.25,0.66
3094,Disney Infinity 2.0: Marvel Super Heroes,0.38,0.22,0.65
3095,NHL 13,0.33,0.22,0.65
3096,Kung Fu Panda,0.24,0,0.65
3097,Tom Clancy's EndWar,0.32,0.22,0.65
3098,The Evil Within,0.35,0.25,0.65
3099,Tiger Woods PGA Tour 09,0.35,0.23,0.65
3100,Radiata Stories,0.18,0.14,0.65
3101,F-Zero GX,0.41,0.11,0.65
3102,Disney's Chicken Little,0.32,0.25,0.65
3103,Wall-E,0.29,0.22,0.65
3104,Yoshi Topsy-Turvy,0.25,0.09,0.65
3105,Up,0.31,0.28,0.65
3106,Monster Jam: Maximum Destruction,0.32,0.25,0.65
3107,Real Heroes: Firefighter,0.56,0.04,0.65
3108,Cartoon Network Block Party / Cartoon Network Speedway Double Pack,0.47,0.17,0.65
3109,World of Dragon Warrior - Torneko: The Last Hope,0.02,0.01,0.65
3110,Drawn to Life: The Next Chapter,0.45,0.14,0.65
3111,MLB 14: The Show,0.58,0,0.65
3112,Tiger Woods PGA Tour 10,0.39,0.2,0.65
3113,Advance Wars 2: Black Hole Rising,0.47,0.17,0.65
3114,Fire Emblem: Shadow Dragon,0.31,0.03,0.65
3115,Centipede,0.36,0.25,0.65
3116,Drakengard,0.19,0.15,0.65
3117,SingStar Pop Hits,0,0.5,0.65
3118,Kung-Fu Master,0.6,0.04,0.65
3119,Champions: Return to Arms,0.32,0.25,0.65
3120,Harry Potter and the Goblet of Fire,0.54,0.02,0.65
3121,SingStar R&B,0,0.05,0.65
3122,Mary-Kate and Ashley: Magical Mystery Mall,0.36,0.24,0.65
3123,MX vs. ATV Untamed,0.35,0.18,0.65
3124,Disney Sing It: Party Hits,0.5,0.11,0.65
3125,Dead or Alive 5,0.23,0.15,0.65
3126,Star Ocean: First Departure,0.2,0.14,0.65
3127,Super Robot Taisen Impact,0,0,0.65
3128,Dragon Age: Inquisition,0.26,0.23,0.65
3129,The Black Eyed Peas Experience,0.39,0.2,0.65
3130,Meccha! Taiko no Tatsujin Master DS: 7-tsu no Shima no Daibouken,0,0,0.65
3131,Sengoku Basara: Samurai Heroes,0.17,0.04,0.65
3132,Crysis 3,0.17,0.39,0.64
3133,Paws & Claws: Pet Vet,0.6,0,0.64
3134,Harry Potter and the Half-Blood Prince,0.13,0.07,0.64
3135,Crash Bandicoot Purple: Ripto's Rampage,0.46,0.17,0.64
3136,Diablo III,0.35,0.24,0.64
3137,Spyro: A Hero's Tail,0.32,0.25,0.64
3138,Crash of the Titans,0.25,0.25,0.64
3139,Aliens: Colonial Marines,0.2,0.31,0.64
3140,Crash: Twinsanity,0.32,0.25,0.64
3142,Max Payne 2: The Fall of Max Payne,0.47,0.15,0.64
3143,Dragon Ball: Raging Blast 2,0.49,0.09,0.64
3144,GoldenEye: Rogue Agent,0.54,0.02,0.64
3145,NBA 2K17,0.54,0.04,0.64
3146,Lost Planet: Extreme Condition,0.31,0.17,0.64
3147,XCOM: Enemy Unknown,0.36,0.23,0.64
3148,Rayman 3D,0.23,0.35,0.64
3149,LEGO Marvel's Avengers,0.25,0.29,0.64
3150,James Bond 007: Everything or Nothing,0.43,0.19,0.64
3151,X2: Wolverine's Revenge,0.31,0.24,0.64
3152,Stuntman: Ignition,0.25,0.32,0.64
3153,NBA Live 06,0.57,0.04,0.64
3154,Dragon Age II,0.23,0.33,0.64
3155,LEGO Star Wars II: The Original Trilogy,0.55,0.04,0.64
3156,Tom Clancy's Rainbow Six,0.48,0.15,0.64
3157,Castlevania,0.44,0.1,0.64
3158,Rayman 2: The Great Escape,0.4,0.22,0.64
3159,Nicktoons Collection: Game Boy Advance Video Volume 1,0.46,0.17,0.64
3160,The Lord of the Rings: Conquest,0.37,0.21,0.64
3161,TimeSplitters 2,0.29,0.33,0.64
3162,Onimusha: Dawn of Dreams,0.15,0.12,0.64
3163,NieR,0.17,0.2,0.64
3164,The Princess and the Frog,0.41,0.17,0.64
3165,Sega Rally Revo,0.07,0.43,0.64
3166,SpongeBob SquarePants: Game Boy Advance Video Volume 1,0.46,0.17,0.64
3167,Gravity Rush,0.26,0.2,0.64
3168,Konami Collector's Series: Arcade Advanced,0.46,0.17,0.64
3169,White Knight Chronicles II,0.23,0.09,0.64
3170,Wolfenstein,0.25,0.28,0.64
3171,Jampack Volume 13 (RP-T),0.31,0.24,0.64
3172,LEGO Dimensions,0.22,0.32,0.64
3173,Start the Party!,0.07,0.42,0.64
3174,Cruis'n World,0.59,0.04,0.64
3175,Madden NFL 2001,0.6,0.03,0.64
3176,NBA Live 08,0.56,0.02,0.64
3177,The Walking Dead: Survival Instinct,0.46,0.12,0.64
